"","comid","urbn","frst","wtnd","agrc","shrb","urbn_t","frst_t","wtnd_t","agrc_t","shrb_t"
"2543",23764425,5.83,50.82,0.97,20.29,19.81,5.83,50.82,0.97,20.29,19.81
"2544",23764427,8.02,68.31,0.21,0,21.25,7.86,68.82,0.21,0,20.95
"2545",23764429,6.4,0,9.54,84.06,0,7.94,1.6,4.13,85,1.32
"2546",23764431,8.06,62.97,0.74,0.84,14.64,8.06,62.97,0.74,0.84,14.64
"2547",23764433,6.99,5.01,3.53,82.43,1.75,15.75,6.38,2.67,73.03,1.63
"2548",23764435,3.46,0,11.07,83.56,1.9,7.2,0.13,4.92,87,0.2
"2549",23764437,8.98,71.73,3.93,0.95,11.27,6.69,64.73,1.88,0.45,22.19
"2550",23764439,4.58,73.5,0.2,2.37,17.4,4.58,73.5,0.2,2.37,17.4
"2551",23764441,41.14,8.65,21.02,16.09,12.81,41.14,8.65,21.02,16.09,12.81
"2552",23764445,2.77,59.35,3.63,15.19,15.12,5.68,65.45,1.86,3.14,20.2
"2553",23764447,3.72,67.56,1.51,15.26,10.72,5.89,70.66,0.88,5.39,15.27
"2554",23764449,34.67,15.7,2.14,45.99,0.28,34.67,15.7,2.14,45.99,0.28
"2555",23764451,5.07,37.5,0,0,54.64,5.07,37.5,0,0,54.64
"2556",23764453,2.93,61.07,0.63,0,28.48,2.93,61.07,0.63,0,28.48
"2557",23764457,5.82,0.51,0.32,93.24,0,5.82,0.51,0.32,93.24,0
"2558",23764459,8.84,0.84,2.32,83.66,4.33,8.84,0.84,2.32,83.66,4.33
"2559",23764461,10.77,5.83,9.91,72.41,0.85,10.77,5.83,9.91,72.41,0.85
"2560",23764463,1.43,0,19.21,75.3,0.12,7.6,0.15,4.26,87.35,0.02
"2561",23764465,0,5.38,13.98,80.65,0,2.8,0.46,3.27,93.48,0
"2562",23764467,5.52,64.2,1.21,1.76,18.93,5.52,64.2,1.21,1.76,18.93
"2563",23764469,1.43,0,19.21,75.3,0.12,12.31,0,0.46,87.22,0
"2564",23764471,8.32,3.27,1.79,86.62,0,8.32,3.27,1.79,86.62,0
"2565",23764473,6.23,37.71,1.8,12.01,37.35,6.23,37.71,1.8,12.01,37.35
"2566",23764475,5.51,22.17,1.27,28.78,39.75,6.4,23.64,0.61,12.35,52.83
"2567",23764477,15.58,7.97,9.61,61.54,0.34,15.58,7.97,9.61,61.54,0.34
"2568",23764479,5.59,78.09,0,0,13.71,5.59,78.09,0,0,13.71
"2569",23764481,7.31,53.76,0,0,31.93,6.27,55.5,0.15,0,31.11
"2570",23764483,2.96,0.18,2.65,94.21,0,2.96,0.18,2.65,94.21,0
"2571",23764485,9.03,68.7,0,2.98,13,9.03,68.7,0,2.98,13
"2572",23764487,5.06,50.1,0.84,12.32,28.22,5.06,50.1,0.84,12.32,28.22
"2573",23764489,0,7.81,53.91,22.65,14.84,17.58,2.38,2.43,75.87,0.6
"2574",23764491,1.8,76.26,0,0.46,14.46,1.8,76.26,0,0.46,14.46
"2575",23764493,0,0,55.17,17.24,0,17.58,2.38,2.47,75.82,0.6
"2576",23764495,43.75,1.6,0.78,53.52,0.34,43.75,1.6,0.78,53.52,0.34
"2577",23764497,24.81,6.3,1.45,64.87,1.76,24.81,6.3,1.45,64.87,1.76
"2578",23764499,2.6,23.6,2.6,69.52,1.67,2.6,23.6,2.6,69.52,1.67
"2579",23764501,20.54,18.03,0,47.34,8.62,6.07,63.01,0,11.13,13.13
"2580",23764503,8.64,14.06,1.3,74.57,1.17,9.75,39.66,0.43,42.71,5.19
"2581",23764505,6.8,39.46,2.81,1.23,27.06,6.8,39.46,2.81,1.23,27.06
"2582",23764507,15.13,59.85,1.02,0.15,16.72,15.13,59.85,1.02,0.15,16.72
"2583",23764509,7.01,15.45,0.15,0,71.28,7.01,15.45,0.15,0,71.28
"2584",23764511,7.49,53.68,3.57,3.79,20.27,5.81,61.78,0.67,0.51,24.21
"2585",23764513,51.79,4.11,2.05,39.25,0.37,51.79,4.11,2.05,39.25,0.37
"2586",23764515,7.65,56.32,0.77,14.77,13.34,7.65,56.32,0.77,14.77,13.34
"2587",23764517,3.97,63.65,0.04,0,27.1,5.24,62.78,0.08,0,26.4
"2588",23764519,8.24,65.23,1.45,0,11.15,5.55,63.03,0.22,0,24.82
"2589",23764521,7.26,52.84,0,0,36.58,7.26,52.84,0,0,36.58
"2590",23764523,3.72,1.09,4.73,89.73,0.73,3.72,1.09,4.73,89.73,0.73
"2591",23764525,12.78,46.48,0,35.69,3.78,12.78,46.48,0,35.69,3.78
"2592",23764527,6.33,51.79,0,0,40.23,6.33,51.79,0,0,40.23
"2593",23764529,6.28,0,0.91,92.81,0,6.28,0,0.91,92.81,0
"2594",23764531,20.88,9.49,6.56,48.32,1.81,20.88,9.49,6.56,48.32,1.81
"2595",23764533,0,0,12.33,87.67,0,24.94,6.18,4.89,54.87,1.37
"2596",23764535,30.44,3.47,2.3,63.65,0.14,18.01,2.91,1.08,77.94,0.06
"2597",23764537,31.58,2.48,2.36,60.89,0.9,31.58,2.48,2.36,60.89,0.9
"2598",23764539,5.49,67.94,0.73,0,10.32,5.49,67.94,0.73,0,10.32
"2599",23764541,11.29,1.32,0.09,87.29,0,11.29,1.32,0.09,87.29,0
"2600",23764543,14.38,0,0.12,85.51,0,10.67,3.13,0.13,86.08,0
"2601",23764547,7.19,0,67.37,0,0,14.64,2.22,1.99,79.56,0.2
"2602",23764549,6.49,9.9,0.24,83.36,0,6.49,9.9,0.24,83.36,0
"2603",23764551,10.14,69.08,0.23,0.38,13.27,10.14,69.08,0.23,0.38,13.27
"2604",23764553,10.39,57.1,5.28,9.73,10.76,11.63,53.41,2.55,2.75,18.23
"2605",23764555,3.72,54.77,3.68,1.78,23.36,3.72,54.77,3.68,1.78,23.36
"2606",23764557,9.57,66.43,1.78,0,11.9,9.57,66.43,1.78,0,11.9
"2607",23764559,82.77,7.19,0.42,8.11,0.33,82.77,7.19,0.42,8.11,0.33
"2608",23764561,5.9,74.28,0,0,9.42,5.9,74.28,0,0,9.42
"2609",23764563,4.47,8.83,0,86.45,0.26,4.47,8.83,0,86.45,0.26
"2610",23764565,83.81,6.12,2.34,4.68,0,83.1,6.85,1.03,7.02,0.23
"2611",23764567,0,19.31,0,0,57.51,0,19.31,0,0,57.51
"2612",23764569,76.63,15.69,0.9,0,0.11,80.93,9.82,0.98,4.66,0.19
"2613",23764571,5.22,0,3.22,91.57,0,16.42,27.06,2.48,47.35,3.81
"2614",23764573,1.45,87.56,0,0,10.4,1.45,87.56,0,0,10.4
"2615",23764575,57.37,18.72,2.86,15.5,0,74.08,12.41,1.54,7.82,0.13
"2616",23764577,61.21,0,37.93,0.86,0,73.67,12.04,2.63,7.61,0.13
"2617",23764579,10.84,67.15,0.93,3.27,11.94,10.84,67.15,0.93,3.27,11.94
"2618",23764581,1.17,91.24,0,0,7.31,1.17,91.24,0,0,7.31
"2619",23764583,49.93,3.19,1.33,43.29,0.69,14.7,2.25,1.37,80.32,0.2
"2620",23764585,8.05,17.33,0.54,67.46,0.71,7.14,4.76,0.72,85,0.2
"2621",23764587,10.64,38.23,1.62,22.87,13.68,10.64,38.23,1.62,22.87,13.68
"2622",23764589,9.8,44.95,8.12,9.14,19.97,10.05,52.19,3.67,3.68,19.35
"2623",23764591,1.93,8.71,64.19,10.81,12.74,7.58,1.56,12.87,69.8,5.28
"2624",23764593,1.83,50.72,0.15,5.73,31.6,2.93,57.04,0.11,4.19,25.64
"2625",23764595,1.16,45.3,0,14.63,28.57,0.88,39.05,0,11.11,35.54
"2626",23764597,10.76,64.44,0.43,0.74,18.13,10.76,64.44,0.43,0.74,18.13
"2627",23764599,7.14,66.54,0.24,0,21.59,7.14,66.54,0.24,0,21.59
"2628",23764601,8.13,66.34,0.58,1.28,17.59,8.13,66.34,0.58,1.28,17.59
"2629",23764603,7.38,6.07,0.03,85.64,0.88,17.3,28.72,2.58,44.2,4.09
"2630",23764605,21.5,35.43,0.62,35.68,3.03,21.5,35.43,0.62,35.68,3.03
"2631",23764607,14.64,0,7.32,78.05,0,18.34,32.21,4.08,36.27,5.42
"2632",23764609,6.38,2.09,22.33,36.41,18.37,8.32,0.6,6.02,77.69,4.29
"2633",23764611,7.51,65.63,2.23,0,17.09,5.94,68.31,1.59,0,20.02
"2634",23764613,21.71,13.92,2.33,56.23,0.96,15.62,39.53,1.43,28.76,9.37
"2635",23764615,10.05,52.38,3.01,24.3,5.26,10.05,52.38,3.01,24.3,5.26
"2636",23764617,10.6,44.56,5.35,18.22,13.86,10.27,47.83,3.35,10.14,17.3
"2637",23764619,9.22,40.37,2.36,7.13,31.82,9.22,40.37,2.36,7.13,31.82
"2638",23764621,15.65,51.7,2.11,1.71,9.79,15.65,51.7,2.11,1.71,9.79
"2639",23764623,8.8,0.24,2.06,87.73,0.86,8.8,0.24,2.06,87.73,0.86
"2640",23764625,7.46,50.53,1.79,5.36,19.26,7.46,50.53,1.79,5.36,19.26
"2641",23764627,55.04,3.82,11.41,29.39,0.08,20.52,37.74,3.69,27.34,6.36
"2642",23764629,8.03,26.61,0.09,55.24,5.54,8.03,26.61,0.09,55.24,5.54
"2643",23764631,7.76,27.39,4.28,39.93,15.82,3.68,48.3,0.98,12.75,24.88
"2644",23764633,2.77,49.65,1.26,8.72,27.97,2.77,49.65,1.26,8.72,27.97
"2645",23764635,6.82,0,0.79,91.63,0,6.82,0,0.79,91.63,0
"2646",23764637,9.27,73.05,0.51,0,13.16,9.27,73.05,0.51,0,13.16
"2647",23764639,2.05,63.21,0.38,2.54,24.1,2.05,63.21,0.38,2.54,24.1
"2648",23764641,3.54,73.43,0.89,8.38,9.16,3.08,76.91,0.71,6.74,8.8
"2649",23764643,38.46,0,23.08,38.46,0,3.3,59.74,0.45,5.27,24.05
"2650",23764645,6.7,50,0.54,12.97,24.02,6.7,50,0.54,12.97,24.02
"2651",23764647,47.63,23.05,2.96,14.93,6.49,47.63,23.05,2.96,14.93,6.49
"2652",23764649,26.43,0,3.96,65.78,0,26.06,0.07,1.69,71.26,0.01
"2653",23764651,1.2,57.62,0.03,2.72,31.88,1.2,57.62,0.03,2.72,31.88
"2654",23764653,2.97,59.38,2.77,0,31.74,5.5,69.09,1.41,0,20.85
"2655",23764657,12.13,71.93,0,0,15.47,12.13,71.93,0,0,15.47
"2656",23764659,55.64,0,29.32,15.04,0,21.63,0,2.25,75.13,0.02
"2657",23764661,68.14,0,21.19,9.97,0,21.21,0,2.04,75.59,0.03
"2658",23764663,2.01,62.64,0.55,3.62,26.39,2.01,62.64,0.55,3.62,26.39
"2659",23764665,0,0,13.44,86.56,0,19.95,0,1.53,77.34,0.03
"2660",23764667,14.29,39.2,3.17,31.27,7.2,4.56,65.3,0.91,9.2,14.74
"2661",23764669,4.13,47.76,6.06,28.4,4.9,5.52,51.94,5.01,23.49,6.73
"2662",23764671,11.63,13.3,2.88,64.33,4.34,5.06,60.83,1.55,13.96,13.16
"2663",23764673,6.61,0.46,5.96,86.63,0.31,10.48,1.27,6.74,80.7,0.18
